Dataset,Split,Model,n,Component,Target,rho,p
naidv1,test,GPT,1237,Accessibility & Understandability,is_broad,0.10249891605791829,0.0003051836947182428
naidv1,test,GPT,1237,Novelty & Engagement,cites,0.2650850043290031,2.4459113616026405e-21
naidv1,test,GPT,1237,Novelty & Engagement,TNCSI,0.17378219561511646,7.61319118585758e-10
naidv1,test,GPT,1237,Novelty & Engagement,TNCSI_SP,0.2295308340115322,2.982279493887945e-16
naidv1,test,GPT,1237,Novelty & Engagement,Ref_num,0.36313563625114453,7.422251730392003e-40
naidv1,test,GPT,1237,Novelty & Engagement,RQM,0.0821106854196749,0.0038539242841994508
naidv1,test,GPT,1237,Novelty & Engagement,SMP,-0.11392631549297054,5.9210765230875835e-05
naidv1,test,GPT,1237,Novelty & Engagement,ARQ,0.04432107395109688,0.1192316718838472
naidv1,test,GPT,1237,Novelty & Engagement,OA,0.14345237321903476,4.052191696397565e-07
naidv1,test,GPT,1237,Novelty & Engagement,is_practical,-0.1432070249181974,4.242683358877163e-07
naidv1,test,GPT,1237,Novelty & Engagement,new_task,0.09557790431013502,0.0007629959688111857
naidv1,test,GPT,1237,Novelty & Engagement,new_dataset,0.01168844831722,0.6812976879342231
naidv1,test,GPT,1237,Novelty & Engagement,SOTA,0.12862184639914137,5.677721538070001e-06
naidv1,test,GPT,1237,Novelty & Engagement,is_broad,0.009099255935094072,0.749185825755093
naidv1,test,Deepseek,1231,Quality & Reliability,cites,0.16871985957218394,2.5789460887115126e-09
naidv1,test,Deepseek,1231,Quality & Reliability,TNCSI,0.14428653074139303,3.6983673110613586e-07
naidv1,test,Deepseek,1231,Quality & Reliability,TNCSI_SP,0.17162647656854266,1.3567885826682678e-09
naidv1,test,Deepseek,1231,Quality & Reliability,Ref_num,0.05706684171267745,0.04530384593138026
naidv1,test,Deepseek,1231,Quality & Reliability,RQM,0.11333008982870015,6.746289263562937e-05
naidv1,test,Deepseek,1231,Quality & Reliability,SMP,-0.17733798639606174,3.7183806447631205e-10
naidv1,test,Deepseek,1231,Quality & Reliability,ARQ,0.029853594222876315,0.2952837674123478
naidv1,test,Deepseek,1231,Quality & Reliability,OA,0.13085801408135356,4.09720802997433e-06
naidv1,test,Deepseek,1231,Quality & Reliability,is_practical,0.2839228621374368,2.9506436598082705e-24
naidv1,test,Deepseek,1231,Quality & Reliability,new_task,0.1860711207209379,4.7259066156299154e-11
naidv1,test,Deepseek,1231,Quality & Reliability,new_dataset,0.29781849950287054,1.2379316728310049e-26
naidv1,test,Deepseek,1231,Quality & Reliability,SOTA,0.059198634907475844,0.03782634016580053
naidv1,test,Deepseek,1231,Quality & Reliability,is_broad,0.09349964414302181,0.0010221560290710507
naidv1,test,Deepseek,1231,Accessibility & Understandability,cites,0.27213314420801615,2.421989274722012e-22
naidv1,test,Deepseek,1231,Accessibility & Understandability,TNCSI,0.18093880748281627,1.608096885413288e-10
naidv1,test,Deepseek,1231,Accessibility & Understandability,TNCSI_SP,0.2480061109805938,1.0381288208224498e-18
naidv1,test,Deepseek,1231,Accessibility & Understandability,Ref_num,0.31049426497556765,6.414890171134585e-29
naidv1,test,Deepseek,1231,Accessibility & Understandability,RQM,0.13560519345364908,1.7968089054710762e-06
naidv1,test,Deepseek,1231,Accessibility & Understandability,SMP,-0.12558423855085227,9.905334782999699e-06
naidv1,test,Deepseek,1231,Accessibility & Understandability,ARQ,0.09645925365102578,0.0007019964017480638
naidv1,test,Deepseek,1231,Accessibility & Understandability,OA,0.15282705052150555,7.11413778925707e-08
naidv1,test,Deepseek,1231,Accessibility & Understandability,is_practical,-0.06927051396573708,0.015063470813771011
naidv1,test,Deepseek,1231,Accessibility & Understandability,new_task,0.0002096997939298153,0.9941356246700155
naidv1,test,Deepseek,1231,Accessibility & Understandability,new_dataset,-0.12660840148913796,8.367414889738599e-06
naidv1,test,Deepseek,1231,Accessibility & Understandability,SOTA,0.3300099014213793,1.1575799263231714e-32
naidv1,test,Deepseek,1231,Accessibility & Understandability,is_broad,-0.007902261707336444,0.7817967479745815
naidv1,test,Deepseek,1231,Novelty & Engagement,cites,0.003889957414777005,0.8915498237714892
naidv1,test,Deepseek,1231,Novelty & Engagement,TNCSI,0.01081269794826289,0.7046910036530817
naidv1,test,Deepseek,1231,Novelty & Engagement,TNCSI_SP,0.011498252479337296,0.6869285984890474
naidv1,test,Deepseek,1231,Novelty & Engagement,Ref_num,-0.13188588680432195,3.4356918289606933e-06
naidv1,test,Deepseek,1231,Novelty & Engagement,RQM,0.020515770694145195,0.47204681004451743
naidv1,test,Deepseek,1231,Novelty & Engagement,SMP,0.0265171880683873,0.3525834110877112
naidv1,test,Deepseek,1231,Novelty & Engagement,ARQ,0.04043157952299523,0.15627685713554793
naidv1,test,Deepseek,1231,Novelty & Engagement,OA,0.061803003611856165,0.030138446329753623
naidv1,test,Deepseek,1231,Novelty & Engagement,is_practical,0.20634635487996764,2.6466200440391675e-13
naidv1,test,Deepseek,1231,Novelty & Engagement,new_task,-0.04873273425361815,0.08743313779557733
naidv1,test,Deepseek,1231,Novelty & Engagement,new_dataset,-0.048387988261435734,0.08969828407484697
naidv1,test,Deepseek,1231,Novelty & Engagement,SOTA,0.1894550809474241,2.0675478541397922e-11
naidv1,test,Deepseek,1231,Novelty & Engagement,is_broad,-0.06998100810928239,0.014055446005174015
naidv1,test,Llama-3.1,1237,Quality & Reliability,cites,-0.02508272097768848,0.3780843410039768
naidv1,test,Llama-3.1,1237,Quality & Reliability,TNCSI,-0.024869319850389777,0.3821563783899583
naidv1,test,Llama-3.1,1237,Quality & Reliability,TNCSI_SP,0.0035469534772275134,0.9008210599018153
naidv1,test,Llama-3.1,1237,Quality & Reliability,Ref_num,-0.09395310935153059,0.0009382885305284671
naidv1,test,Llama-3.1,1237,Quality & Reliability,RQM,0.10521920287540834,0.00020954757637737278
naidv1,test,Llama-3.1,1237,Quality & Reliability,SMP,-0.02205352780460207,0.43836628050129045
naidv1,test,Llama-3.1,1237,Quality & Reliability,ARQ,0.10823724333856555,0.00013663869706775293
naidv1,test,Llama-3.1,1237,Quality & Reliability,OA,0.09406728519868221,0.000924846719503097
naidv1,test,Llama-3.1,1237,Quality & Reliability,is_practical,0.20560641874136612,2.8304245793509946e-13
naidv1,test,Llama-3.1,1237,Quality & Reliability,new_task,-0.036249587638793865,0.2026405814747364
naidv1,test,Llama-3.1,1237,Quality & Reliability,new_dataset,-0.1428351407370954,4.5479649919189116e-07
naidv1,test,Llama-3.1,1237,Quality & Reliability,SOTA,0.213817260804167,2.94690105432327e-14
naidv1,test,Llama-3.1,1237,Quality & Reliability,is_broad,-0.024760974535570003,0.3842340232832774
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,cites,0.05594959937397976,0.049142217997849486
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,TNCSI,0.08076616970977818,0.00447751990677039
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,TNCSI_SP,0.07086782971702604,0.012663017785934663
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,Ref_num,0.018673655833106192,0.5117182359298287
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,RQM,-0.0010149566536721778,0.9715526908805514
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,SMP,-0.03367333686616795,0.23662547227493635
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,ARQ,-0.008452823203465966,0.7664672090179505
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,OA,0.037538851886377816,0.18703220448548807
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,is_practical,0.09645173450844725,0.0006817938294732486
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,new_task,0.09029321112078488,0.0014779005133599768
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,new_dataset,0.15651901305074323,3.1389503569398016e-08
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,SOTA,0.049198640062900804,0.0836903219815224
naidv1,test,Llama-3.1,1237,Accessibility & Understandability,is_broad,0.022426501763517518,0.4306590240755239
naidv1,test,Llama-3.1,1237,Novelty & Engagement,cites,0.14911350777098795,1.374293261344864e-07
naidv1,test,Llama-3.1,1237,Novelty & Engagement,TNCSI,0.10787176536824038,0.00014398540088182482
naidv1,test,Llama-3.1,1237,Novelty & Engagement,TNCSI_SP,0.1317625463827776,3.3221971626406676e-06
naidv1,test,Llama-3.1,1237,Novelty & Engagement,Ref_num,0.22476887037206902,1.2448495392662842e-15
naidv1,test,Llama-3.1,1237,Novelty & Engagement,RQM,0.08324955400619706,0.003388548567719734
naidv1,test,Llama-3.1,1237,Novelty & Engagement,SMP,-0.055292688524852904,0.05186879092637573
naidv1,test,Llama-3.1,1237,Novelty & Engagement,ARQ,0.07911492170930977,0.0053675906088711135
naidv1,test,Llama-3.1,1237,Novelty & Engagement,OA,0.05132901659232944,0.0711282244766829
naidv1,test,Llama-3.1,1237,Novelty & Engagement,is_practical,-0.1023146343812803,0.0003129550082574569
naidv1,test,Llama-3.1,1237,Novelty & Engagement,new_task,-0.03123990503298146,0.2722498189039811
naidv1,test,Llama-3.1,1237,Novelty & Engagement,new_dataset,-0.14721154478402085,1.985362154547756e-07
naidv1,test,Llama-3.1,1237,Novelty & Engagement,SOTA,0.15367167037177146,5.584580304816339e-08
naidv1,test,Llama-3.1,1237,Novelty & Engagement,is_broad,-0.05195498847134582,0.06774551219353293
naidv1,test,Llama-3.3,1236,Quality & Reliability,cites,0.06353806712154024,0.025496778283341095
naidv1,test,Llama-3.3,1236,Quality & Reliability,TNCSI,0.06310040252156877,0.026529339118502308
